SESION;FECHA;TIPO;BOLETIN;SUMA;DETALLE;DIPUTADO;SEXO;PARTIDO;VOTACION;COMISION;INFORME;TRAMITE;PERIODO
106;03-10-2017;GENERAL;11334-10;Aprueba el Acuerdo de Libre Comercio entre la República de Chile y la República Oriental del Uruguay, suscrito en Montevideo, Uruguay, el 4 de octubre de 2016;;Rocafull López Luis;Masculino;PS;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
106;03-10-2017;GENERAL;11334-10;Aprueba el Acuerdo de Libre Comercio entre la República de Chile y la República Oriental del Uruguay, suscrito en Montevideo, Uruguay, el 4 de octubre de 2016;;Sabag Villalobos Jorge;Masculino;DC;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
166;03-10-2017;GENERAL;10314-06;Otorga nuevas atribuciones al Ministerio de Desarrollo Social en materia de niñez y crea la Subsecretaría de la Niñez, dependiente del mismo.;;Sandoval Plaza David;Masculino;UDI;A FAVOR;Gobierno Interior;Discusión general;Segundo trámite constitucional;2014-2018
106;03-10-2017;GENERAL;11334-10;Aprueba el Acuerdo de Libre Comercio entre la República de Chile y la República Oriental del Uruguay, suscrito en Montevideo, Uruguay, el 4 de octubre de 2016;;Silber Romo Gabriel;Masculino;DC;NO VOTA;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
149;03-10-2017;GENERAL;11372-13;Crea el Nuevo Ahorro Colectivo, aumenta la cobertura del Sistema de Pensiones y Fortalece el Pilar Solidario;;Silva Méndez Ernesto;Masculino;UDI;EN CONTRA;Trabajo;Primer informe de comisión;Primer trámite constitucional;2014-2018
149;03-10-2017;GENERAL;11372-13;Crea el Nuevo Ahorro Colectivo, aumenta la cobertura del Sistema de Pensiones y Fortalece el Pilar Solidario;;Vallespín López Patricio;Masculino;DC;A FAVOR;Trabajo;Primer informe de comisión;Primer trámite constitucional;2014-2018
149;03-10-2017;GENERAL;11372-13;Crea el Nuevo Ahorro Colectivo, aumenta la cobertura del Sistema de Pensiones y Fortalece el Pilar Solidario;;Van Rysselberghe Herrera Enrique;Masculino;UDI;EN CONTRA;Trabajo;Primer informe de comisión;Primer trámite constitucional;2014-2018
106;03-10-2017;GENERAL;11334-10;Aprueba el Acuerdo de Libre Comercio entre la República de Chile y la República Oriental del Uruguay, suscrito en Montevideo, Uruguay, el 4 de octubre de 2016;;Verdugo Soto Germán;Masculino;RN;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
149;03-10-2017;GENERAL;11372-13;Crea el Nuevo Ahorro Colectivo, aumenta la cobertura del Sistema de Pensiones y Fortalece el Pilar Solidario;;Walker Prieto Matías;Masculino;DC;A FAVOR;Trabajo;Primer informe de comisión;Primer trámite constitucional;2014-2018
126;04-10-2017;GENERAL;11317-21;Amplía el procedimiento de relocalización a concesiones de acuicultura que indica y establece permisos especiales de colecta de semillas;;Alvarado Ramírez Miguel Ángel;Masculino;PPD;A FAVOR;Pesca y Acuicultura;Discusión general;Primer trámite constitucional;2014-2018
126;04-10-2017;GENERAL;11317-21;Amplía el procedimiento de relocalización a concesiones de acuicultura que indica y establece permisos especiales de colecta de semillas;;Alvarez-Salamanca Ramírez Pedro Pablo;Masculino;UDI;A FAVOR;Pesca y Acuicultura;Discusión general;Primer trámite constitucional;2014-2018
126;04-10-2017;GENERAL;11317-21;Amplía el procedimiento de relocalización a concesiones de acuicultura que indica y establece permisos especiales de colecta de semillas;;Berger Fett Bernardo;Masculino;RN;A FAVOR;Pesca y Acuicultura;Discusión general;Primer trámite constitucional;2014-2018
118;04-10-2017;GENERAL;8149-09;Introduce modificaciones al marco normativo que rige las aguas en materia de fiscalización y sanciones.;;Carvajal Ambiado Loreto;Femenino;PPD;A FAVOR;Recursos Hídricos;Informe de comisión;Tercer trámite constitucional;2014-2018
126;04-10-2017;GENERAL;11317-21;Amplía el procedimiento de relocalización a concesiones de acuicultura que indica y establece permisos especiales de colecta de semillas;;Espinoza Sandoval Fidel;Masculino;PS;A FAVOR;Pesca y Acuicultura;Discusión general;Primer trámite constitucional;2014-2018
143;04-10-2017;GENERAL;11224-18;Modifica la ley N°19.828, que Crea el Servicio Nacional del Adulto Mayor, para establecer el concepto de cuarta edad;;Farías Ponce Ramón;Masculino;PPD;A FAVOR;Familia y Adulto Mayor;Discusión única;Primer trámite constitucional;2014-2018
126;04-10-2017;GENERAL;11317-21;Amplía el procedimiento de relocalización a concesiones de acuicultura que indica y establece permisos especiales de colecta de semillas;;Flores García Iván;Masculino;DC;A FAVOR;Pesca y Acuicultura;Discusión general;Primer trámite constitucional;2014-2018
118;04-10-2017;GENERAL;8149-09;Introduce modificaciones al marco normativo que rige las aguas en materia de fiscalización y sanciones.;;Gahona Salazar Sergio;Masculino;UDI;A FAVOR;Recursos Hídricos;Informe de comisión;Tercer trámite constitucional;2014-2018
118;04-10-2017;GENERAL;8149-09;Introduce modificaciones al marco normativo que rige las aguas en materia de fiscalización y sanciones.;;Girardi Lavín Cristina;Femenino;PPD;A FAVOR;Recursos Hídricos;Informe de comisión;Tercer trámite constitucional;2014-2018
126;04-10-2017;GENERAL;11317-21;Amplía el procedimiento de relocalización a concesiones de acuicultura que indica y establece permisos especiales de colecta de semillas;;Hernando Pérez Marcela;Femenino;PR;A FAVOR;Pesca y Acuicultura;Discusión general;Primer trámite constitucional;2014-2018
118;04-10-2017;GENERAL;8149-09;Introduce modificaciones al marco normativo que rige las aguas en materia de fiscalización y sanciones.;;Melo Contreras Daniel;Masculino;PS;A FAVOR;Recursos Hídricos;Informe de comisión;Tercer trámite constitucional;2014-2018
143;04-10-2017;GENERAL;11224-18;Modifica la ley N°19.828, que Crea el Servicio Nacional del Adulto Mayor, para establecer el concepto de cuarta edad;;Meza Moncada Fernando;Masculino;PR;A FAVOR;Familia y Adulto Mayor;Discusión única;Primer trámite constitucional;2014-2018
126;04-10-2017;GENERAL;11317-21;Amplía el procedimiento de relocalización a concesiones de acuicultura que indica y establece permisos especiales de colecta de semillas;;Morano Cornejo Juan Enrique;Masculino;DC;A FAVOR;Pesca y Acuicultura;Discusión general;Primer trámite constitucional;2014-2018
118;04-10-2017;GENERAL;8149-09;Introduce modificaciones al marco normativo que rige las aguas en materia de fiscalización y sanciones.;;Núñez Arancibia Daniel;Masculino;PC;A FAVOR;Recursos Hídricos;Informe de comisión;Tercer trámite constitucional;2014-2018
143;04-10-2017;GENERAL;11224-18;Modifica la ley N°19.828, que Crea el Servicio Nacional del Adulto Mayor, para establecer el concepto de cuarta edad;;Ojeda Uribe Sergio;Masculino;DC;A FAVOR;Familia y Adulto Mayor;Discusión única;Primer trámite constitucional;2014-2018
143;04-10-2017;GENERAL;11224-18;Modifica la ley N°19.828, que Crea el Servicio Nacional del Adulto Mayor, para establecer el concepto de cuarta edad;;Ortiz Novoa José Miguel;Masculino;DC;NO VOTA;Familia y Adulto Mayor;Discusión única;Primer trámite constitucional;2014-2018
143;04-10-2017;GENERAL;11224-18;Modifica la ley N°19.828, que Crea el Servicio Nacional del Adulto Mayor, para establecer el concepto de cuarta edad;;Pascal Allende Denise;Femenino;PS;A FAVOR;Familia y Adulto Mayor;Discusión única;Primer trámite constitucional;2014-2018
118;04-10-2017;GENERAL;8149-09;Introduce modificaciones al marco normativo que rige las aguas en materia de fiscalización y sanciones.;;Provoste Campillay Yasna;Femenino;DC;A FAVOR;Recursos Hídricos;Informe de comisión;Tercer trámite constitucional;2014-2018
118;04-10-2017;GENERAL;8149-09;Introduce modificaciones al marco normativo que rige las aguas en materia de fiscalización y sanciones.;;Rathgeb Schifferli Jorge;Masculino;RN;A FAVOR;Recursos Hídricos;Informe de comisión;Tercer trámite constitucional;2014-2018
118;04-10-2017;GENERAL;8149-09;Introduce modificaciones al marco normativo que rige las aguas en materia de fiscalización y sanciones.;;Rivas Sánchez Gaspar;Masculino;IND;A FAVOR;Recursos Hídricos;Informe de comisión;Tercer trámite constitucional;2014-2018
143;04-10-2017;GENERAL;11224-18;Modifica la ley N°19.828, que Crea el Servicio Nacional del Adulto Mayor, para establecer el concepto de cuarta edad;;Rubilar Barahona Karla;Femenino;IND;A FAVOR;Familia y Adulto Mayor;Discusión única;Primer trámite constitucional;2014-2018
143;04-10-2017;GENERAL;11224-18;Modifica la ley N°19.828, que Crea el Servicio Nacional del Adulto Mayor, para establecer el concepto de cuarta edad;;Sabat Fernández Marcela;Femenino;RN;NO VOTA;Familia y Adulto Mayor;Discusión única;Primer trámite constitucional;2014-2018
118;04-10-2017;GENERAL;8149-09;Introduce modificaciones al marco normativo que rige las aguas en materia de fiscalización y sanciones.;;Saldívar Auger Raúl;Masculino;PS;A FAVOR;Recursos Hídricos;Informe de comisión;Tercer trámite constitucional;2014-2018
143;04-10-2017;GENERAL;11224-18;Modifica la ley N°19.828, que Crea el Servicio Nacional del Adulto Mayor, para establecer el concepto de cuarta edad;;Sandoval Plaza David;Masculino;UDI;A FAVOR;Familia y Adulto Mayor;Discusión única;Primer trámite constitucional;2014-2018
126;04-10-2017;GENERAL;11317-21;Amplía el procedimiento de relocalización a concesiones de acuicultura que indica y establece permisos especiales de colecta de semillas;;Van Rysselberghe Herrera Enrique;Masculino;UDI;A FAVOR;Pesca y Acuicultura;Discusión general;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11328-24;Establece el 24 de febrero de cada año como el Día Nacional del Futbolista Amateur;;Andrade Lara Osvaldo;Masculino;PS;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11385-15;Declara el 15 de agosto de cada año como el Día Nacional de los Trabajadores de Taxis Colectivos;;Andrade Lara Osvaldo;Masculino;PS;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11384-15;Establece el 15 de agosto de cada año como el Día Nacional de los Trabajadores y las Trabajadoras de Taxis Colectivos;;Andrade Lara Osvaldo;Masculino;PS;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11332-24;Declara el 20 de octubre de cada año como el Día Nacional de la Diversidad Cultural para el Diálogo y el Desarrollo;;Andrade Lara Osvaldo;Masculino;PS;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11384-15;Establece el 15 de agosto de cada año como el Día Nacional de los Trabajadores y las Trabajadoras de Taxis Colectivos;;Farías Ponce Ramón;Masculino;PPD;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11385-15;Declara el 15 de agosto de cada año como el Día Nacional de los Trabajadores de Taxis Colectivos;;Farías Ponce Ramón;Masculino;PPD;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11332-24;Declara el 20 de octubre de cada año como el Día Nacional de la Diversidad Cultural para el Diálogo y el Desarrollo;;Farías Ponce Ramón;Masculino;PPD;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11328-24;Establece el 24 de febrero de cada año como el Día Nacional del Futbolista Amateur;;Farías Ponce Ramón;Masculino;PPD;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11332-24;Declara el 20 de octubre de cada año como el Día Nacional de la Diversidad Cultural para el Diálogo y el Desarrollo;;Godoy Ibáñez Joaquín;Masculino;AMPL;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11385-15;Declara el 15 de agosto de cada año como el Día Nacional de los Trabajadores de Taxis Colectivos;;Godoy Ibáñez Joaquín;Masculino;AMPL;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11328-24;Establece el 24 de febrero de cada año como el Día Nacional del Futbolista Amateur;;Godoy Ibáñez Joaquín;Masculino;AMPL;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11384-15;Establece el 15 de agosto de cada año como el Día Nacional de los Trabajadores y las Trabajadoras de Taxis Colectivos;;Godoy Ibáñez Joaquín;Masculino;AMPL;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11328-24;Establece el 24 de febrero de cada año como el Día Nacional del Futbolista Amateur;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11385-15;Declara el 15 de agosto de cada año como el Día Nacional de los Trabajadores de Taxis Colectivos;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11332-24;Declara el 20 de octubre de cada año como el Día Nacional de la Diversidad Cultural para el Diálogo y el Desarrollo;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11384-15;Establece el 15 de agosto de cada año como el Día Nacional de los Trabajadores y las Trabajadoras de Taxis Colectivos;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11332-24;Declara el 20 de octubre de cada año como el Día Nacional de la Diversidad Cultural para el Diálogo y el Desarrollo;;Rathgeb Schifferli Jorge;Masculino;RN;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11328-24;Establece el 24 de febrero de cada año como el Día Nacional del Futbolista Amateur;;Rathgeb Schifferli Jorge;Masculino;RN;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11384-15;Establece el 15 de agosto de cada año como el Día Nacional de los Trabajadores y las Trabajadoras de Taxis Colectivos;;Rathgeb Schifferli Jorge;Masculino;RN;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11385-15;Declara el 15 de agosto de cada año como el Día Nacional de los Trabajadores de Taxis Colectivos;;Rathgeb Schifferli Jorge;Masculino;RN;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11332-24;Declara el 20 de octubre de cada año como el Día Nacional de la Diversidad Cultural para el Diálogo y el Desarrollo;;Teillier Del Valle Guillermo;Masculino;PC;NO VOTA;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11384-15;Establece el 15 de agosto de cada año como el Día Nacional de los Trabajadores y las Trabajadoras de Taxis Colectivos;;Teillier Del Valle Guillermo;Masculino;PC;NO VOTA;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11385-15;Declara el 15 de agosto de cada año como el Día Nacional de los Trabajadores de Taxis Colectivos;;Teillier Del Valle Guillermo;Masculino;PC;NO VOTA;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
119;05-10-2017;GENERAL;11328-24;Establece el 24 de febrero de cada año como el Día Nacional del Futbolista Amateur;;Teillier Del Valle Guillermo;Masculino;PC;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11436-10;Aprueba la Convención para Reducir los Casos de Apatridia, adoptada en Nueva York, Estados Unidos, el 30 de agosto de 1961;;Campos Jara Cristián;Masculino;PPD;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11435-10;Aprueba la Convención sobre el Estatuto de los Apátridas, adoptada en Nueva York, el 28 de septiembre de 1954;;Campos Jara Cristián;Masculino;PPD;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11435-10;Aprueba la Convención sobre el Estatuto de los Apátridas, adoptada en Nueva York, el 28 de septiembre de 1954;;Hernández Hernández Javier;Masculino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11436-10;Aprueba la Convención para Reducir los Casos de Apatridia, adoptada en Nueva York, Estados Unidos, el 30 de agosto de 1961;;Hernández Hernández Javier;Masculino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11436-10;Aprueba la Convención para Reducir los Casos de Apatridia, adoptada en Nueva York, Estados Unidos, el 30 de agosto de 1961;;Jarpa Wevar Carlos Abel;Masculino;PR;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11435-10;Aprueba la Convención sobre el Estatuto de los Apátridas, adoptada en Nueva York, el 28 de septiembre de 1954;;Jarpa Wevar Carlos Abel;Masculino;PR;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11436-10;Aprueba la Convención para Reducir los Casos de Apatridia, adoptada en Nueva York, Estados Unidos, el 30 de agosto de 1961;;Kort Garriga Issa;Masculino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11435-10;Aprueba la Convención sobre el Estatuto de los Apátridas, adoptada en Nueva York, el 28 de septiembre de 1954;;Kort Garriga Issa;Masculino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11435-10;Aprueba la Convención sobre el Estatuto de los Apátridas, adoptada en Nueva York, el 28 de septiembre de 1954;;Mirosevic Verdugo Vlado;Masculino;PL;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11436-10;Aprueba la Convención para Reducir los Casos de Apatridia, adoptada en Nueva York, Estados Unidos, el 30 de agosto de 1961;;Mirosevic Verdugo Vlado;Masculino;PL;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11436-10;Aprueba la Convención para Reducir los Casos de Apatridia, adoptada en Nueva York, Estados Unidos, el 30 de agosto de 1961;;Molina Oliva Andrea;Femenino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11435-10;Aprueba la Convención sobre el Estatuto de los Apátridas, adoptada en Nueva York, el 28 de septiembre de 1954;;Molina Oliva Andrea;Femenino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11435-10;Aprueba la Convención sobre el Estatuto de los Apátridas, adoptada en Nueva York, el 28 de septiembre de 1954;;Rocafull López Luis;Masculino;PS;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11436-10;Aprueba la Convención para Reducir los Casos de Apatridia, adoptada en Nueva York, Estados Unidos, el 30 de agosto de 1961;;Rocafull López Luis;Masculino;PS;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11436-10;Aprueba la Convención para Reducir los Casos de Apatridia, adoptada en Nueva York, Estados Unidos, el 30 de agosto de 1961;;Sabag Villalobos Jorge;Masculino;DC;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11435-10;Aprueba la Convención sobre el Estatuto de los Apátridas, adoptada en Nueva York, el 28 de septiembre de 1954;;Sabag Villalobos Jorge;Masculino;DC;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11435-10;Aprueba la Convención sobre el Estatuto de los Apátridas, adoptada en Nueva York, el 28 de septiembre de 1954;;Sabat Fernández Marcela;Femenino;RN;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11436-10;Aprueba la Convención para Reducir los Casos de Apatridia, adoptada en Nueva York, Estados Unidos, el 30 de agosto de 1961;;Sabat Fernández Marcela;Femenino;RN;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11436-10;Aprueba la Convención para Reducir los Casos de Apatridia, adoptada en Nueva York, Estados Unidos, el 30 de agosto de 1961;;Verdugo Soto Germán;Masculino;RN;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
107;10-10-2017;GENERAL;11435-10;Aprueba la Convención sobre el Estatuto de los Apátridas, adoptada en Nueva York, el 28 de septiembre de 1954;;Verdugo Soto Germán;Masculino;RN;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
166;11-10-2017;GENERAL;9185-08;Establece la desalinización del agua de mar para su uso en proceso productivos mineros.;;Castro González Juan Luis;Masculino;PS;NO VOTA;Minería y Energía;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
122;11-10-2017;GENERAL;11314-25;Modifica la ley N° 20.931, que Facilita la aplicación efectiva de las penas establecidas para los delitos de robo, hurto y receptación y mejora la persecución penal en dichos delitos, en materia de control preventivo de identidad;;Ceroni Fuentes Guillermo;Masculino;PPD;EN CONTRA;Seguridad Ciudadana;Primer informe de comisión;Primer trámite constitucional;2014-2018
166;11-10-2017;GENERAL;9185-08;Establece la desalinización del agua de mar para su uso en proceso productivos mineros.;;Cicardini Milla Daniella;Femenino;PS;A FAVOR;Minería y Energía;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
166;11-10-2017;GENERAL;9185-08;Establece la desalinización del agua de mar para su uso en proceso productivos mineros.;;Espinosa Monardes Marcos;Masculino;PR;A FAVOR;Minería y Energía;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
122;11-10-2017;GENERAL;11314-25;Modifica la ley N° 20.931, que Facilita la aplicación efectiva de las penas establecidas para los delitos de robo, hurto y receptación y mejora la persecución penal en dichos delitos, en materia de control preventivo de identidad;;Farcas Guendelman Daniel;Masculino;PPD;A FAVOR;Seguridad Ciudadana;Primer informe de comisión;Primer trámite constitucional;2014-2018
122;11-10-2017;GENERAL;11314-25;Modifica la ley N° 20.931, que Facilita la aplicación efectiva de las penas establecidas para los delitos de robo, hurto y receptación y mejora la persecución penal en dichos delitos, en materia de control preventivo de identidad;;Fuenzalida Figueroa Gonzalo;Masculino;RN;A FAVOR;Seguridad Ciudadana;Primer informe de comisión;Primer trámite constitucional;2014-2018
166;11-10-2017;GENERAL;9185-08;Establece la desalinización del agua de mar para su uso en proceso productivos mineros.;;Gahona Salazar Sergio;Masculino;UDI;NO VOTA;Minería y Energía;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
166;11-10-2017;GENERAL;9185-08;Establece la desalinización del agua de mar para su uso en proceso productivos mineros.;;Lemus Aracena Luis;Masculino;PS;A FAVOR;Minería y Energía;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
122;11-10-2017;GENERAL;11314-25;Modifica la ley N° 20.931, que Facilita la aplicación efectiva de las penas establecidas para los delitos de robo, hurto y receptación y mejora la persecución penal en dichos delitos, en materia de control preventivo de identidad;;Nogueira Fernández Claudia;Femenino;UDI;A FAVOR;Seguridad Ciudadana;Primer informe de comisión;Primer trámite constitucional;2014-2018
166;11-10-2017;GENERAL;9185-08;Establece la desalinización del agua de mar para su uso en proceso productivos mineros.;;Núñez Urrutia Paulina;Femenino;RN;A FAVOR;Minería y Energía;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
166;11-10-2017;GENERAL;9185-08;Establece la desalinización del agua de mar para su uso en proceso productivos mineros.;;Rincón González Ricardo;Masculino;DC;NO VOTA;Minería y Energía;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
122;11-10-2017;GENERAL;11314-25;Modifica la ley N° 20.931, que Facilita la aplicación efectiva de las penas establecidas para los delitos de robo, hurto y receptación y mejora la persecución penal en dichos delitos, en materia de control preventivo de identidad;;Sabat Fernández Marcela;Femenino;RN;A FAVOR;Seguridad Ciudadana;Primer informe de comisión;Primer trámite constitucional;2014-2018
122;11-10-2017;GENERAL;11314-25;Modifica la ley N° 20.931, que Facilita la aplicación efectiva de las penas establecidas para los delitos de robo, hurto y receptación y mejora la persecución penal en dichos delitos, en materia de control preventivo de identidad;;Silber Romo Gabriel;Masculino;DC;A FAVOR;Seguridad Ciudadana;Primer informe de comisión;Primer trámite constitucional;2014-2018
122;11-10-2017;GENERAL;11314-25;Modifica la ley N° 20.931, que Facilita la aplicación efectiva de las penas establecidas para los delitos de robo, hurto y receptación y mejora la persecución penal en dichos delitos, en materia de control preventivo de identidad;;Soto Ferrada Leonardo;Masculino;PS;EN CONTRA;Seguridad Ciudadana;Primer informe de comisión;Primer trámite constitucional;2014-2018
122;11-10-2017;GENERAL;11314-25;Modifica la ley N° 20.931, que Facilita la aplicación efectiva de las penas establecidas para los delitos de robo, hurto y receptación y mejora la persecución penal en dichos delitos, en materia de control preventivo de identidad;;Urrutia Soto Osvaldo;Masculino;UDI;A FAVOR;Seguridad Ciudadana;Primer informe de comisión;Primer trámite constitucional;2014-2018
122;11-10-2017;GENERAL;11314-25;Modifica la ley N° 20.931, que Facilita la aplicación efectiva de las penas establecidas para los delitos de robo, hurto y receptación y mejora la persecución penal en dichos delitos, en materia de control preventivo de identidad;;Walker Prieto Matías;Masculino;DC;EN CONTRA;Seguridad Ciudadana;Primer informe de comisión;Primer trámite constitucional;2014-2018
166;11-10-2017;GENERAL;9185-08;Establece la desalinización del agua de mar para su uso en proceso productivos mineros.;;Ward Edwards Felipe;Masculino;UDI;NO VOTA;Minería y Energía;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
172;17-10-2017;GENERAL;8886-11;Adecua la legislación nacional al estándar del Convenio Marco de la Organización Mundial de Salud para el Control   del Tabaco.;;Alvarado Ramírez Miguel Ángel;Masculino;PPD;NO VOTA;Salud;Discusión general;Segundo trámite constitucional;2014-2018
119;17-10-2017;GENERAL;10647-09;Crea una sociedad anónima del Estado denominada `Fondo de Infraestructura S.A.`.;;Álvarez Vera Jenny;Femenino;PS;A FAVOR;Obras Públicas;Discusión general;Segundo trámite constitucional;2014-2018
151;17-10-2017;GENERAL;11281-13;Crea un seguro para el acompañamiento de niños y niñas que padezcan las enfermedades que indica, y modifica el Código del Trabajo para estos efectos.;;Andrade Lara Osvaldo;Masculino;PS;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
151;17-10-2017;GENERAL;11281-13;Crea un seguro para el acompañamiento de niños y niñas que padezcan las enfermedades que indica, y modifica el Código del Trabajo para estos efectos.;;Boric Font Gabriel;Masculino;IND;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
151;17-10-2017;GENERAL;11281-13;Crea un seguro para el acompañamiento de niños y niñas que padezcan las enfermedades que indica, y modifica el Código del Trabajo para estos efectos.;;Campos Jara Cristián;Masculino;PPD;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
172;17-10-2017;GENERAL;8886-11;Adecua la legislación nacional al estándar del Convenio Marco de la Organización Mundial de Salud para el Control   del Tabaco.;;Cariola Oliva Karol;Femenino;PC;A FAVOR;Salud;Discusión general;Segundo trámite constitucional;2014-2018
